id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
18,15702298.0,Ch'iu,646.0,Germany,Female,50.0,8.0,154741.45,1.0,1.0,1.0,10828.78,1.0
19,15809830.0,Ts'ui,718.0,France,Male,31.0,4.0,0.0,2.0,1.0,0.0,136983.77,0.0
20,15777784.0,O'Brien,647.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,0.0,40315.27,0.0
21,15570134.0,Yobanna,644.0,France,Male,41.0,9.0,114888.74,1.0,0.0,1.0,55400.17,0.0
22,15644878.0,Hsueh,680.0,France,Female,34.0,4.0,120711.73,1.0,1.0,1.0,72549.27,0.0
23,15806901.0,Efimov,721.0,Germany,Female,42.0,5.0,131753.41,2.0,1.0,0.0,82298.59,0.0
24,15626985.0,Hs?,712.0,France,Female,29.0,7.0,0.0,2.0,0.0,0.0,62688.55,0.0
25,15786539.0,K'ung,656.0,France,Male,45.0,3.0,187911.55,2.0,1.0,1.0,93524.19,0.0
26,15761168.0,Shih,613.0,France,Male,38.0,1.0,0.0,1.0,1.0,1.0,120801.65,0.0
27,15801701.0,Lu,727.0,France,Male,43.0,5.0,61688.61,2.0,1.0,1.0,83983.02,0.0
28,15596979.0,Onyekachi,539.0,Spain,Male,33.0,8.0,0.0,2.0,1.0,1.0,86791.9,0.0
29,15797767.0,Yefremova,638.0,France,Male,20.0,1.0,0.0,2.0,1.0,0.0,160828.98,0.0
30,15631170.0,Chiu,807.0,Spain,Female,23.0,2.0,0.0,2.0,1.0,0.0,78439.73,0.0
31,15682758.0,Chukwualuka,705.0,Spain,Female,59.0,9.0,0.0,2.0,1.0,1.0,53437.1,0.0
32,15681115.0,Toscani,697.0,France,Male,36.0,8.0,0.0,2.0,1.0,0.0,174027.3,0.0
33,15677796.0,Trevisano,745.0,Germany,Female,35.0,3.0,141792.61,1.0,1.0,1.0,27366.77,0.0
34,15573628.0,Ch'in,667.0,France,Male,27.0,3.0,0.0,2.0,1.0,0.0,91943.94,0.0
35,15763414.0,O'Neill,711.0,France,Male,28.0,5.0,106022.61,1.0,0.0,1.0,126281.83,0.0
36,15752694.0,Zikoranachidimma,678.0,France,Female,53.0,2.0,0.0,1.0,1.0,1.0,142995.32,1.0
37,15773520.0,Ukaegbunam,646.0,Germany,Female,54.0,5.0,111962.99,1.0,0.0,1.0,103760.53,1.0
38,15761158.0,Hsia,604.0,France,Male,38.0,8.0,0.0,2.0,0.0,0.0,90655.94,0.0
39,15740175.0,Chia,550.0,Germany,Male,45.0,3.0,135984.65,1.0,0.0,1.0,156048.64,1.0
40,15665524.0,Ch'ien,727.0,France,Male,35.0,5.0,0.0,2.0,1.0,0.0,50771.16,0.0
41,15795540.0,Tobeolisa,633.0,Germany,Female,35.0,2.0,133060.63,2.0,1.0,1.0,48131.92,0.0
42,15700964.0,Chukwuemeka,678.0,France,Female,41.0,4.0,0.0,2.0,1.0,1.0,151815.76,0.0
43,15571944.0,Mazzanti,667.0,France,Male,36.0,1.0,122314.5,1.0,0.0,0.0,18761.92,0.0
44,15807523.0,Ibezimako,691.0,France,Male,41.0,6.0,0.0,1.0,0.0,1.0,70810.6,0.0
45,15743828.0,Mancini,665.0,France,Female,38.0,10.0,127415.85,1.0,0.0,0.0,99844.88,0.0
46,15698902.0,Tung,645.0,France,Male,40.0,3.0,0.0,1.0,1.0,0.0,548.52,1.0
47,15643658.0,Onyekachukwu,719.0,France,Female,34.0,5.0,97750.07,2.0,1.0,0.0,61569.07,0.0
48,15710257.0,Yermolayeva,597.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,131609.48,0.0
49,15691627.0,Nnamutaezinwa,651.0,France,Male,32.0,2.0,0.0,1.0,1.0,1.0,102930.46,0.0
50,15693906.0,Ch'ien,709.0,France,Female,32.0,1.0,0.0,2.0,1.0,0.0,18094.96,0.0
51,15574858.0,Ts'ao,793.0,Germany,Male,27.0,8.0,128289.7,2.0,0.0,0.0,61324.87,0.0
52,15716284.0,Mazzanti,635.0,Germany,Female,37.0,5.0,89035.77,1.0,0.0,1.0,131501.72,0.0
53,15679961.0,Zetticci,695.0,France,Male,22.0,2.0,118588.83,1.0,1.0,0.0,93332.64,0.0
54,15736078.0,Hsiung,611.0,Germany,Female,40.0,10.0,111363.1,1.0,0.0,0.0,133535.29,1.0
55,15716085.0,Nwabugwu,609.0,Spain,Female,47.0,6.0,0.0,1.0,1.0,0.0,172718.35,1.0
56,15583681.0,T'ao,629.0,Germany,Male,40.0,8.0,127290.61,1.0,1.0,0.0,179521.24,1.0
57,15725882.0,Hsieh,592.0,France,Male,32.0,3.0,98894.39,1.0,1.0,0.0,48682.1,0.0
58,15760294.0,Walker,704.0,France,Male,32.0,1.0,0.0,2.0,1.0,0.0,59817.46,0.0
59,15774277.0,Shih,680.0,Germany,Female,50.0,8.0,73070.18,2.0,1.0,1.0,173568.3,1.0
60,15666096.0,Mazzi,632.0,France,Female,48.0,5.0,0.0,1.0,0.0,0.0,102930.46,1.0
61,15600813.0,Trevisani,707.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,171463.83,0.0
62,15809616.0,Yobachukwu,717.0,France,Male,42.0,8.0,0.0,2.0,0.0,0.0,126551.65,0.0
63,15721426.0,Pagnotto,757.0,Germany,Female,38.0,3.0,95858.37,2.0,1.0,0.0,72862.94,0.0
64,15739189.0,T'ang,717.0,France,Male,33.0,5.0,135870.01,1.0,1.0,1.0,59325.21,0.0
65,15674671.0,Eluemuno,635.0,Spain,Female,36.0,0.0,128472.8,1.0,1.0,0.0,73679.59,0.0
66,15754574.0,Lo,637.0,France,Female,33.0,4.0,151242.36,1.0,1.0,1.0,72330.46,0.0
67,15609083.0,Mazzanti,754.0,France,Male,28.0,1.0,0.0,2.0,1.0,1.0,134878.19,0.0
68,15585823.0,Okeke,568.0,Germany,Female,55.0,3.0,133636.04,1.0,0.0,1.0,48545.1,1.0
69,15764335.0,Onwuamaeze,543.0,Spain,Male,31.0,6.0,175735.5,1.0,1.0,1.0,146511.2,0.0
70,15768270.0,Ch'ang,588.0,Spain,Male,55.0,10.0,0.0,2.0,1.0,1.0,162960.05,0.0
71,15615753.0,Tien,571.0,Germany,Male,55.0,9.0,111085.74,1.0,0.0,1.0,59908.91,0.0
72,15571940.0,Ch'eng,806.0,France,Female,26.0,3.0,0.0,2.0,0.0,0.0,102934.67,0.0
73,15589431.0,K?,613.0,France,Male,48.0,9.0,131938.96,1.0,0.0,1.0,147794.63,0.0
74,15662577.0,Chinwendu,632.0,Spain,Male,55.0,7.0,0.0,2.0,1.0,1.0,48924.73,0.0
75,15586039.0,Lucciano,567.0,Germany,Female,29.0,9.0,115024.5,2.0,0.0,0.0,181879.56,0.0
76,15746190.0,Chikwendu,682.0,France,Male,34.0,2.0,0.0,1.0,1.0,1.0,123880.19,0.0
77,15705034.0,Nnanna,712.0,Germany,Female,25.0,0.0,122947.92,1.0,0.0,0.0,128528.83,1.0
78,15780561.0,Ch'ang,629.0,Spain,Female,49.0,10.0,0.0,2.0,1.0,0.0,163477.22,0.0
79,15606076.0,Chinedum,559.0,France,Male,51.0,7.0,0.0,2.0,1.0,1.0,76611.33,0.0
80,15793331.0,Palermo,587.0,Spain,Female,38.0,1.0,0.0,2.0,1.0,0.0,57898.28,0.0
81,15643487.0,Chidiegwu,593.0,France,Male,34.0,5.0,0.0,2.0,0.0,0.0,5199.02,0.0
82,15642996.0,Onodugoadiegbemma,714.0,Germany,Female,31.0,6.0,96381.68,2.0,0.0,1.0,72008.61,0.0
83,15660200.0,Sheppard,724.0,Germany,Female,37.0,7.0,125734.2,2.0,1.0,0.0,134420.75,0.0
84,15657535.0,Kenechukwu,715.0,France,Female,45.0,1.0,0.0,1.0,1.0,0.0,91429.74,1.0
85,15707551.0,Tsou,622.0,France,Male,38.0,3.0,86824.09,1.0,1.0,0.0,183569.25,0.0
86,15668889.0,Tretiakova,656.0,France,Male,28.0,9.0,0.0,2.0,1.0,1.0,105760.01,0.0
87,15677317.0,Ozerova,609.0,Spain,Female,48.0,7.0,0.0,1.0,1.0,0.0,175072.47,1.0
88,15811970.0,Kao,593.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,105570.39,0.0
89,15773731.0,Hao,652.0,France,Female,42.0,2.0,0.0,2.0,1.0,1.0,74838.64,0.0
90,15642912.0,L?,718.0,Spain,Female,38.0,5.0,0.0,2.0,1.0,0.0,57558.95,0.0
91,15602497.0,Udegbunam,661.0,France,Female,33.0,7.0,136416.82,1.0,0.0,1.0,166678.28,0.0
92,15625592.0,T'ien,774.0,France,Female,44.0,9.0,0.0,1.0,0.0,0.0,82782.08,0.0
93,15626233.0,White,746.0,France,Male,28.0,8.0,0.0,2.0,1.0,1.0,142548.33,0.0
94,15694890.0,Chukwuma,705.0,Spain,Female,37.0,4.0,119960.29,1.0,1.0,1.0,72008.61,0.0
95,15648800.0,Lucchese,576.0,France,Male,62.0,7.0,0.0,2.0,1.0,1.0,93901.61,0.0
96,15766417.0,Hsia,479.0,France,Female,33.0,5.0,0.0,2.0,1.0,1.0,126702.41,0.0
97,15722061.0,Onwumelu,632.0,Germany,Female,46.0,3.0,144961.97,1.0,1.0,1.0,64350.8,1.0
98,15791767.0,Chizuoke,584.0,Spain,Female,28.0,5.0,0.0,2.0,0.0,0.0,151425.82,0.0
99,15803378.0,Shao,558.0,France,Male,35.0,7.0,0.0,1.0,1.0,1.0,113796.15,0.0
100,15664881.0,Manna,704.0,France,Female,30.0,10.0,0.0,2.0,1.0,0.0,4497.55,0.0
101,15586425.0,Hsieh,622.0,France,Female,34.0,7.0,0.0,2.0,1.0,1.0,147720.27,0.0
102,15611171.0,Chukwuebuka,691.0,France,Male,29.0,9.0,0.0,2.0,1.0,0.0,121151.46,0.0
103,15628144.0,Nkemdilim,621.0,France,Female,43.0,2.0,0.0,2.0,1.0,0.0,80701.72,0.0
104,15746203.0,Smith,683.0,Germany,Male,43.0,6.0,108431.87,2.0,1.0,0.0,113695.99,0.0
105,15762277.0,Mazzanti,796.0,Germany,Female,44.0,4.0,114203.47,1.0,1.0,0.0,142223.94,1.0
106,15715184.0,Hsia,539.0,Spain,Male,39.0,9.0,103465.02,2.0,1.0,1.0,72350.17,0.0
107,15617603.0,Tuan,755.0,Germany,Male,37.0,3.0,132351.29,1.0,1.0,1.0,60721.4,0.0
108,15778959.0,Kao,589.0,Spain,Male,32.0,2.0,0.0,2.0,1.0,1.0,132798.78,0.0
109,15711249.0,Teng,516.0,Spain,Male,36.0,9.0,0.0,1.0,0.0,0.0,129964.94,1.0
110,15768449.0,Li Fonti,477.0,France,Female,38.0,3.0,133723.23,1.0,0.0,1.0,69586.27,0.0
111,15665834.0,Chiu,697.0,Spain,Male,38.0,7.0,108289.27,1.0,1.0,1.0,113428.77,0.0
112,15614215.0,P'eng,743.0,Spain,Female,33.0,1.0,0.0,2.0,1.0,1.0,119446.64,0.0
113,15652693.0,Ts'ui,567.0,France,Male,32.0,3.0,131834.76,1.0,1.0,1.0,152290.28,0.0
114,15697042.0,Chinedum,645.0,France,Female,43.0,5.0,0.0,1.0,1.0,0.0,124095.69,1.0
115,15791045.0,Kao,602.0,France,Female,33.0,7.0,0.0,1.0,1.0,0.0,86099.23,0.0
116,15697020.0,Liao,547.0,France,Female,28.0,9.0,0.0,2.0,1.0,1.0,136911.09,0.0
117,15645956.0,Kennedy,662.0,France,Male,34.0,3.0,110934.54,1.0,1.0,1.0,168816.23,0.0
118,15658889.0,Mazzi,721.0,Spain,Male,29.0,3.0,0.0,2.0,1.0,1.0,137037.97,0.0
119,15584766.0,Lo,656.0,Spain,Female,35.0,9.0,0.0,1.0,1.0,0.0,189016.14,1.0
120,15721937.0,Ch'iu,669.0,France,Male,30.0,6.0,0.0,2.0,0.0,1.0,66810.48,0.0
121,15693526.0,Tuan,607.0,France,Female,56.0,1.0,0.0,1.0,1.0,0.0,159800.16,1.0
122,15658670.0,Chigolum,751.0,Germany,Female,35.0,7.0,150489.11,2.0,0.0,0.0,130809.95,0.0
123,15661745.0,Maclean,807.0,France,Female,53.0,9.0,0.0,1.0,1.0,0.0,79633.38,1.0
124,15641114.0,Fan,663.0,France,Female,21.0,2.0,0.0,2.0,1.0,1.0,167984.72,0.0
125,15602034.0,Folliero,581.0,France,Female,38.0,4.0,0.0,2.0,1.0,0.0,177944.64,0.0
126,15573730.0,Kao,590.0,Spain,Female,43.0,1.0,0.0,2.0,1.0,1.0,182728.8,0.0
127,15772383.0,Ch'ien,651.0,France,Male,35.0,7.0,0.0,2.0,1.0,1.0,87412.24,0.0
128,15665416.0,H?,616.0,Spain,Male,34.0,9.0,0.0,2.0,1.0,0.0,44506.09,0.0
129,15671139.0,Liao,757.0,Germany,Male,41.0,10.0,123949.75,2.0,1.0,1.0,88837.11,0.0
130,15780572.0,Kuo,637.0,France,Male,32.0,10.0,0.0,2.0,1.0,0.0,161435.02,0.0
131,15651943.0,Ts'ai,726.0,Germany,Male,34.0,5.0,138241.9,2.0,1.0,1.0,177866.87,0.0
132,15761149.0,Chu,758.0,Germany,Female,44.0,5.0,62391.22,2.0,1.0,1.0,63981.37,0.0
133,15691840.0,Ch'eng,687.0,France,Male,41.0,5.0,0.0,1.0,1.0,0.0,185827.74,1.0
134,15617482.0,Chu,616.0,Spain,Male,31.0,9.0,141926.9,1.0,1.0,1.0,156791.27,0.0
135,15778089.0,Genovese,678.0,Spain,Male,52.0,10.0,0.0,1.0,1.0,0.0,151623.71,1.0
136,15806945.0,White,741.0,Spain,Male,33.0,2.0,0.0,2.0,1.0,1.0,122949.71,0.0
137,15639077.0,Pinto,735.0,France,Female,38.0,9.0,0.0,2.0,1.0,1.0,57320.92,0.0
138,15680998.0,Kao,727.0,France,Male,56.0,5.0,0.0,1.0,1.0,1.0,52319.26,1.0
139,15614778.0,Hsueh,613.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,53437.1,0.0
140,15594762.0,Chu,656.0,France,Female,40.0,2.0,0.0,2.0,0.0,1.0,147545.65,0.0
141,15693690.0,Ch'iu,598.0,Spain,Male,38.0,8.0,117866.32,1.0,0.0,0.0,125909.87,0.0
142,15702061.0,Lai,684.0,France,Male,27.0,3.0,0.0,2.0,0.0,1.0,151349.35,0.0
143,15762682.0,Chigolum,714.0,France,Male,36.0,9.0,0.0,2.0,1.0,0.0,166585.82,0.0
144,15631359.0,Obijiaku,703.0,France,Female,30.0,9.0,103033.83,1.0,0.0,0.0,72929.96,0.0
145,15792228.0,Ndubueze,639.0,France,Male,50.0,0.0,0.0,2.0,1.0,1.0,110440.5,0.0
146,15632826.0,Fanucci,613.0,France,Female,38.0,8.0,0.0,2.0,1.0,1.0,141872.05,0.0
147,15704910.0,Lo Duca,637.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,131647.31,0.0
148,15772995.0,Ch'ang,763.0,Spain,Male,35.0,8.0,0.0,2.0,1.0,0.0,103603.65,0.0
149,15807900.0,Nnanna,721.0,France,Female,38.0,2.0,88977.39,1.0,1.0,0.0,122488.59,0.0
150,15686964.0,L?,731.0,France,Male,28.0,2.0,108736.52,1.0,1.0,1.0,163830.64,0.0
151,15651369.0,Manna,708.0,Germany,Male,25.0,8.0,72594.0,2.0,1.0,0.0,141706.43,0.0
152,15804829.0,Lira,535.0,France,Male,41.0,10.0,0.0,2.0,1.0,0.0,120107.1,0.0
153,15646810.0,Okechukwu,667.0,France,Female,37.0,6.0,128736.39,2.0,1.0,1.0,187905.12,0.0
154,15732643.0,Tretiakova,696.0,France,Male,35.0,2.0,0.0,1.0,1.0,0.0,127827.25,0.0
155,15677908.0,Chukwukere,730.0,France,Male,41.0,6.0,0.0,2.0,1.0,1.0,168822.01,0.0
156,15771211.0,Onyekachi,695.0,Germany,Female,44.0,9.0,117451.47,1.0,1.0,0.0,131521.72,0.0
157,15797760.0,Nwankwo,730.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,51554.58,0.0
158,15653595.0,Chukwuebuka,553.0,Spain,Female,29.0,2.0,0.0,2.0,1.0,0.0,35230.61,0.0
159,15680767.0,Ozoemena,692.0,Germany,Male,38.0,2.0,134504.78,2.0,1.0,0.0,142839.82,0.0
160,15632275.0,Smith,704.0,Spain,Female,35.0,1.0,122314.5,1.0,0.0,1.0,55868.97,0.0
161,15584536.0,Trevisani,554.0,Germany,Male,39.0,10.0,120170.07,2.0,1.0,1.0,177028.0,0.0
162,15674573.0,Chia,762.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,56583.88,0.0
163,15746258.0,L?,651.0,France,Male,43.0,6.0,81623.67,2.0,0.0,1.0,176883.42,0.0
164,15643426.0,Ch'ien,625.0,Spain,Female,40.0,0.0,0.0,1.0,1.0,0.0,59645.24,0.0
165,15626985.0,Chikezie,755.0,France,Male,34.0,8.0,0.0,2.0,1.0,1.0,187800.63,0.0
166,15727703.0,Ch'eng,732.0,France,Male,39.0,9.0,85982.07,1.0,1.0,1.0,133720.57,1.0
167,15785042.0,Pisani,635.0,France,Male,38.0,7.0,0.0,2.0,1.0,1.0,183569.25,0.0
168,15703068.0,Ugochukwu,605.0,Germany,Male,51.0,6.0,148897.02,2.0,1.0,1.0,131647.01,0.0
169,15707962.0,Chukwubuikem,758.0,France,Male,48.0,6.0,0.0,1.0,1.0,0.0,51345.48,1.0
170,15715707.0,Onochie,527.0,France,Female,28.0,3.0,79340.95,1.0,1.0,1.0,120531.31,0.0
171,15650026.0,Chiazagomekpere,696.0,Germany,Male,40.0,5.0,143598.78,2.0,1.0,0.0,70899.27,0.0
172,15806913.0,Lettiere,625.0,France,Male,33.0,1.0,0.0,1.0,1.0,0.0,61326.43,0.0
173,15773972.0,Cawker,730.0,Spain,Female,31.0,6.0,111205.05,2.0,1.0,1.0,152097.02,0.0
174,15582841.0,Manna,589.0,France,Female,32.0,5.0,0.0,1.0,1.0,1.0,132468.76,0.0
175,15603378.0,P'eng,659.0,France,Female,31.0,7.0,0.0,2.0,1.0,0.0,141528.96,0.0
176,15702434.0,Zhirov,740.0,France,Male,43.0,6.0,0.0,2.0,1.0,1.0,79616.37,0.0
177,15736112.0,Cremonesi,583.0,France,Male,44.0,3.0,0.0,2.0,1.0,0.0,91673.6,0.0
178,15614103.0,Ch'in,712.0,France,Male,44.0,0.0,0.0,1.0,1.0,0.0,56905.38,1.0
179,15713578.0,Fomin,607.0,France,Female,55.0,4.0,0.0,2.0,1.0,0.0,175373.46,1.0
180,15641670.0,Ch'en,714.0,France,Female,50.0,6.0,0.0,1.0,1.0,0.0,4896.11,1.0
181,15711062.0,T'ien,807.0,Germany,Male,54.0,6.0,71553.83,1.0,1.0,0.0,151954.39,1.0
182,15589320.0,Tsao,757.0,Germany,Male,38.0,2.0,84427.48,1.0,1.0,1.0,106977.53,0.0
183,15741988.0,Y?an,587.0,Spain,Female,36.0,6.0,0.0,2.0,1.0,0.0,73686.75,0.0
184,15716781.0,Ch'ien,703.0,France,Female,32.0,6.0,0.0,2.0,1.0,0.0,58844.84,0.0
185,15599024.0,Chukwudi,812.0,France,Female,38.0,7.0,0.0,1.0,1.0,1.0,142377.38,1.0
186,15754849.0,Kao,614.0,France,Female,26.0,2.0,150219.41,1.0,0.0,0.0,163691.48,0.0
187,15651043.0,Pinto,535.0,France,Male,37.0,3.0,0.0,2.0,1.0,1.0,165038.41,0.0
188,15762927.0,Piazza,683.0,Germany,Male,39.0,9.0,103502.22,1.0,1.0,0.0,180844.81,0.0
189,15651955.0,Lucciano,838.0,France,Male,32.0,9.0,125437.64,1.0,1.0,1.0,184842.21,0.0
190,15605341.0,Yeh,544.0,Germany,Female,46.0,5.0,114193.24,1.0,0.0,0.0,83681.2,1.0
191,15736112.0,Tien,683.0,Spain,Female,26.0,9.0,0.0,2.0,1.0,1.0,106663.46,0.0
192,15734008.0,Tung,803.0,Spain,Male,52.0,3.0,0.0,2.0,1.0,0.0,62868.33,1.0
193,15731390.0,Hsia,656.0,Spain,Female,46.0,9.0,0.0,2.0,1.0,0.0,151903.6,1.0
194,15633854.0,Tuan,590.0,Spain,Female,36.0,1.0,151249.45,2.0,1.0,0.0,100722.72,0.0
195,15672216.0,Liao,597.0,Spain,Male,63.0,1.0,0.0,1.0,1.0,1.0,167723.25,1.0
196,15576550.0,Uwaezuoke,645.0,France,Female,28.0,2.0,0.0,2.0,1.0,1.0,137028.51,0.0
197,15627195.0,Lucciano,586.0,Spain,Female,41.0,5.0,86911.8,1.0,1.0,1.0,49480.66,0.0
198,15617197.0,Shih,675.0,France,Male,21.0,0.0,84560.04,1.0,1.0,1.0,139059.05,0.0
199,15758031.0,Iadanza,619.0,France,Male,32.0,5.0,130557.24,1.0,1.0,0.0,121763.68,0.0
200,15735572.0,Goliwe,627.0,France,Male,34.0,1.0,0.0,2.0,1.0,0.0,138526.96,0.0
201,15652883.0,Tung,724.0,France,Male,39.0,9.0,130461.02,1.0,1.0,1.0,159899.97,0.0
202,15782591.0,H?,521.0,France,Male,23.0,5.0,0.0,2.0,1.0,1.0,76515.79,0.0
203,15806486.0,O'Brien,633.0,Spain,Female,38.0,5.0,0.0,2.0,0.0,0.0,141946.92,0.0
204,15791700.0,Ngozichukwuka,583.0,Spain,Male,66.0,10.0,0.0,1.0,1.0,0.0,94875.04,1.0
205,15777076.0,Onwumelu,773.0,France,Female,34.0,5.0,185714.28,1.0,1.0,1.0,154460.98,0.0
206,15721047.0,Lettiere,779.0,France,Female,34.0,1.0,0.0,2.0,1.0,0.0,159254.29,0.0
207,15787026.0,Lo,769.0,France,Male,49.0,8.0,163085.79,1.0,1.0,1.0,126534.15,0.0
208,15585367.0,Bage,589.0,Germany,Female,55.0,4.0,108239.11,1.0,1.0,1.0,121277.78,1.0
209,15573599.0,Mistry,581.0,France,Female,40.0,8.0,0.0,2.0,0.0,1.0,181221.09,0.0
210,15726589.0,Udinesi,707.0,France,Female,33.0,7.0,0.0,1.0,0.0,1.0,125962.02,0.0
211,15807481.0,T'ien,605.0,France,Male,31.0,6.0,0.0,2.0,1.0,1.0,88965.46,0.0
212,15670481.0,T'ao,696.0,France,Male,37.0,2.0,0.0,2.0,1.0,1.0,68600.32,0.0
213,15639576.0,Nnamutaezinwa,759.0,France,Male,30.0,9.0,0.0,1.0,1.0,0.0,185555.63,1.0
214,15808930.0,Aitken,756.0,Spain,Female,31.0,7.0,0.0,2.0,0.0,1.0,170528.63,0.0
215,15592645.0,Yirawala,774.0,France,Female,32.0,4.0,136858.42,2.0,1.0,1.0,153955.38,0.0
216,15697997.0,Chidiegwu,548.0,France,Male,42.0,7.0,66893.28,1.0,0.0,1.0,53843.71,0.0
217,15697042.0,Ngozichukwuka,564.0,France,Female,39.0,1.0,0.0,2.0,1.0,1.0,54487.43,0.0
218,15746190.0,Trevisani,602.0,Germany,Male,55.0,9.0,121260.19,1.0,1.0,1.0,104253.56,0.0
219,15645896.0,Tsao,692.0,Spain,Female,28.0,9.0,0.0,2.0,1.0,0.0,173454.07,0.0
220,15601688.0,Tsao,633.0,Spain,Male,37.0,3.0,0.0,2.0,1.0,0.0,176763.27,0.0
221,15641389.0,Chigozie,685.0,France,Male,35.0,0.0,122552.51,1.0,1.0,0.0,125244.18,0.0
222,15671609.0,Hsueh,728.0,Germany,Male,51.0,1.0,102741.15,1.0,1.0,1.0,113646.22,0.0
223,15583394.0,Nnonso,749.0,Germany,Female,26.0,4.0,129307.32,1.0,0.0,0.0,102515.36,0.0
224,15672374.0,Ritchie,705.0,France,Female,48.0,9.0,0.0,1.0,1.0,0.0,173844.89,1.0
225,15789865.0,Pagnotto,704.0,France,Male,40.0,5.0,0.0,2.0,0.0,1.0,125553.52,0.0
226,15659324.0,Nwabugwu,592.0,Germany,Male,42.0,10.0,131184.47,1.0,1.0,0.0,103931.49,0.0
227,15718057.0,Genovese,635.0,Germany,Female,47.0,0.0,132730.17,1.0,0.0,1.0,173486.39,1.0
228,15743236.0,Chigbogu,543.0,France,Male,45.0,6.0,0.0,2.0,1.0,0.0,73564.44,0.0
229,15792986.0,Shih,590.0,France,Male,34.0,6.0,0.0,2.0,1.0,0.0,189428.75,0.0
230,15667896.0,Chukwumaobim,594.0,Spain,Male,59.0,7.0,0.0,2.0,1.0,1.0,146678.26,0.0
231,15790067.0,Kao,751.0,France,Female,31.0,10.0,0.0,2.0,1.0,0.0,153662.88,0.0
232,15752885.0,Pisani,635.0,Spain,Female,31.0,7.0,127406.5,1.0,0.0,0.0,84932.4,0.0
233,15573857.0,Uchechukwu,567.0,France,Male,30.0,9.0,0.0,1.0,1.0,1.0,71173.63,0.0
234,15598070.0,Yobanna,726.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,1.0,143913.38,0.0
235,15621611.0,Toscani,803.0,France,Male,33.0,3.0,0.0,2.0,1.0,1.0,179833.45,0.0
236,15585867.0,Zaytseva,481.0,Spain,Male,39.0,3.0,0.0,2.0,1.0,0.0,172749.4,0.0
237,15693893.0,Walker,595.0,Germany,Male,52.0,3.0,82697.28,2.0,1.0,1.0,109659.12,0.0
238,15763612.0,Tuan,651.0,Spain,Male,36.0,2.0,123374.46,1.0,1.0,0.0,81431.99,0.0
239,15799435.0,Chu,577.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,174027.3,0.0
240,15704053.0,Genovese,578.0,France,Male,45.0,6.0,0.0,2.0,1.0,1.0,138526.96,0.0
241,15624781.0,Lo,628.0,Germany,Male,41.0,7.0,95488.82,1.0,1.0,1.0,182266.01,0.0
